id_produk;nama_parfum;brand;harga_teks;size;concentrate;top_notes;middle_notes;base_notes;kategori;waktu;aktivitas;gender;deskripsi_wangi;foto_url;link_toko;harga;;;
249;Green Tea;Evangeline;Rp50.000,00;100 ml;Eau De Parfum;Bergamot, Tangerine, Tea Accord;Muguet, Jasmine, Fig leaves;Green Moss, Musk, Woody, Ambery;Tea / Fresh;day;Parfum andalan sehabis mandi pagi, kuliah harian, santai di rumah, atau cuaca terik.;female;Awal spray: Kesegaran instan menenangkan dari jeruk bergamot, jeruk mandarin, dan akor teh hijau. Lama-kelamaan: Berubah menjadi wangi bunga putih bersih dari lily gunung, melati, dan daun ara hijau. Akhir : Ditutup aroma lumut hijau alami (green moss), bedak musk, serat kayu, dan ambar hangat.;https://luluofficial.id/wp-content/uploads/2025/08/1739162452827720-430x430.jpeg;https://shopee.co.id/evangelineofficial;50000;;;
250;Cherry Blossom;Evangeline;Rp50.000,00;100 ml;Eau De Parfum;Bergamot, Green Leaves;Rose Petals, Cherry, Apple, Jasmine, Lily of The Valley;Musk, Sandalwood,Vanilla;Floral / Fruity;day;Menghadiri arisan, jalan-jalan kasual ke mall, kuliah pagi, atau setelah mandi sore.;female;Awal spray: Kesegaran awal yang bersih dari jeruk bergamot dipadu asrinya dedaunan hijau alami. Lama-kelamaan: Menjelma menjadi wangi bunga sakura, kelopak mawar, buah ceri, apel, melati, dan lily gunung. Akhir : Ditutup lembut nan feminin oleh bedak musk, kayu cendana mewah, dan vanila manis.;https://coreimages.lottemart.co.id/ord/06/1118424000;https://shopee.co.id/evangelineofficial;50000;;;
251;Raw Almond;Evangeline;Rp50.000,00;100 ml;Eau De Parfum;Butter Accord, Grapefruit, Pear, Mandarin;Orange Blossom, Lily of The Valley, Jasmine, Peach;Sandalwood, Musks, Vanilla, Caramel;Gourmand / Creamy;day;Penggemar wangi gourmand manis mentega, hangout sore hari, menemani waktu santai/tidur.;female;Awal spray: Aroma super gurih dari akor mentega (butter), jeruk grapefruit, buah pir, dan mandarin. Lama-kelamaan: Menjelma menjadi wangi bunga jeruk, lily gunung, melati malam, dan buah persik manis. Akhir : Ditutup sangat lezat oleh kayu cendana, bedak musk, vanila pekat, dan lelehan karamel.;https://down-id.img.susercontent.com/file/id-11134201-7rasd-m5uxoobvxpebbd;https://shopee.co.id/evangelineofficial;50000;;;
252;Coconut Fantasy;Evangeline;Rp50.000,00;100 ml;Eau De Parfum;Coconut, Cucumber, Floral;Heliotrope, Milky, Gourmand, Solar Notes, Coumarin;Vanilla Beans, Sandalwood, Patchouli Essence, Virginia Cedar, Musks;Gourmand / Tropical;day;Liburan musim panas, pakaian kasual santai, setelah mandi sore, atau bagi pecinta kelapa.;female;Awal spray: Keunikan aroma buah kelapa gurih berpadu kesegaran timun (cucumber) dan bunga tropis. Lama-kelamaan: Berubah menjadi wangi susu (milky), bunga heliotrope, solar notes, dan rempah coumarin. Akhir : Ditutup mewah oleh biji vanila, kayu cendana, patchouli Virginia, cedarwood, dan musk.;https://down-id.img.susercontent.com/file/id-11134201-7rasm-m5uxooxt1mmr2c;https://shopee.co.id/evangelineofficial;50000;;;
253;Black Vanilla;Evangeline;Rp50.000,00;100 ml;Eau De Parfum;Vanilla, Coconut, Citrus;Vanilla, Peach, Floral;Vanilla, Ambery;Gourmand / Vanilla;night;Menemani waktu tidur malam, bersantai di rumah, kencan kasual, atau pecinta vanila murni.;female;Awal spray: Perpaduan manis segar instan di menit awal dari ekstrak vanila, kelapa, dan jeruk sitrus. Lama-kelamaan: Wangi vanilanya semakin pekat berpadu manisnya buah persik (peach) dan bunga lembut. Akhir : Ditutup dengan dominasi aroma tunggal dari vanila pekat dan kehangatan ambar manis.;https://s3.ap-southeast-1.amazonaws.com/assets.femaledaily.com/images/post/ff2155a1fa2f0aeb2fd76818abd0f569.jpg;https://shopee.co.id/evangelineofficial;50000;;;
254;White Musk;Evangeline;Rp50.000,00;100 ml;Eau De Parfum;Pear, Violet, Almond;Rose, Carnation, Lily Of The Valley;Patchouli, Vanilla, Musky, Moss;Powdery / Clean;day;Parfum harian setelah mandi, kuliah pagi, bekerja di ruangan AC, atau bersantai di rumah.;female;Awal spray: Kesegaran lembut yang ramah dari buah pir matang, kelopak violet, dan kacang almond. Lama-kelamaan: Menjelma menjadi wangi buket bunga klasik dari mawar, anyelir (carnation), dan lily gunung. Akhir : Ditutup wangi bedak bayi legendaris dari patchouli, vanila manis, musk tebal, dan lumut.;https://down-id.img.susercontent.com/file/sg-11134301-81ztx-mik32cmhpa0y80;https://shopee.co.id/evangelineofficial;50000;;;
255;Violet Musk;Evangeline;Rp50.000,00;100 ml;Eau De Parfum;Bergamot, Red Berries, Apple;Sugared Rose, Tuberose, Raspberry;Musky, Vanilla, Sandalwood;Powdery / Berry;night;Jalan-jalan kasual ke mall, hangout sore bareng teman, kuliah harian, atau kencan kasual.;female;Awal spray: Kesegaran buah ceria dari jeruk bergamot, buah beri merah (red berries), dan apel renyah. Lama-kelamaan: Menjelma menjadi wangi romantis dari mawar bertabur gula, bunga sedap malam, dan raspberry. Akhir : Ditutup dengan kelembutan bedak musk tebal bercampur vanila manis dan kayu cendana.;https://down-id.img.susercontent.com/file/ca5828063bdcc719afd75d074c84ce34;https://shopee.co.id/evangelineofficial;50000;;;
256;Red Musk;Evangeline;Rp50.000,00;100 ml;Eau De Parfum;Dill, Pear Skin, Yuzu, Aldehyde, Cosmetic, Anise, Fruity;Musk, Violet Petal, Rose Bud, Rose, Lilac, Lily Of The Valley, Spice;Vanilla, Almond, Rice Powder, Sandalwood, Powdery, Vanilla, Musk Blends;Powdery / Complex;night;Penggemar wangi bedak unik/kosmetik jadul, menghadiri acara semi-formal, atau santai malam.;female;Awal spray: Sangat unik dan ramai dari adas manis (anise), yuzu, pir, herba dill, kosmetik, dan buah. Lama-kelamaan: Menjelma menjadi paduan tebal bedak musk, mawar, violet, lilac, lily gunung, dan rempah. Akhir : Ditutup aroma bedak tabur tradisional dari vanila, almond, bubuk beras (rice powder), dan cendana.;https://down-id.img.susercontent.com/file/id-11134201-7rasj-m5uxonafgioo26;https://shopee.co.id/evangelineofficial;50000;;;
257;Blue Musk;Evangeline;Rp50.000,00;100 ml;Eau De Parfum;Yuzu, Pomegranate, Watery Notes;Lotus, Magnolia, Peony;Musk, Mahogany, Amber;Fresh / Floral;night;Berolahraga harian, pakaian kasual kaos-jeans harian, kuliah pagi, atau cuaca terik.;female;Awal spray: Kesegaran air yang jernih berpadu buah yuzu Jepang dan buah delima (pomegranate). Lama-kelamaan: Merekah anggun menyejukkan menyerupai keharuman bunga lotus, magnolia, dan peony. Akhir : Ditutup dengan sisa kebersihan bedak musk, kemewahan kayu mahogany, dan ambar hangat.;https://down-id.img.susercontent.com/file/id-11134201-7ras8-m5uxojs6l9qa2b;https://shopee.co.id/evangelineofficial;50000;;;
258;Black Musk;Evangeline;Rp50.000,00;100 ml;Eau De Parfum;Pear, Pink Pepper, Bergamot;Heliotrope, Marzipan, Almond, Ylang Ylang, Licorice;Musky, Patchouli, Vetiver, Chocolate;Gourmand / Dark;night;Kegiatan malam hari, nongkrong di kafe/lounge malam, cuaca dingin, atau kencan romantis.;female;Awal spray: Perpaduan awal yang mewah dan hangat dari buah pir matang, lada pink, dan jeruk bergamot. Lama-kelamaan: Sangat pekat dari bunga heliotrope, marzipan manis, kacang almond, ylang, dan licorice. Akhir : Ditutup seksi dan gelap oleh bedak musk, patchouli bumi, akar wangi, dan cokelat hitam.;https://yoline.co.id/media/products/ProductFotoproduk_ylJC4hE.jpg;https://shopee.co.id/evangelineofficial;50000;;;
259;Purple Sakura;Evangeline;Rp50.000,00;100 ml;Eau De Parfum;Lime Blossom, Spearmint, Strawberry;Powdery, Tolu, Rose Essence;Amberwood, Musk;Floral / Powdery;day;Jalan-jalan sore kasual, arisan, hangout santai bareng sahabat, atau setelah mandi sore.;female;Awal spray: Kesegaran unik yang menggelitik dari bunga jeruk nipis (lime blossom), mint dingin, dan stroberi. Lama-kelamaan: Berubah menjadi wangi kosmetik bedak tebal dipadu balsem Tolu hangat dan esens mawar. Akhir : Ditutup minimalis oleh kehangatan modern dari kayu ambar (amberwood) dan bedak musk.;https://down-id.img.susercontent.com/file/id-11134201-7ras8-m5uxoheg44zk89;https://shopee.co.id/evangelineofficial;50000;;;
260;Symphony Of The Sea;Crusita;Rp298.000,00;50 ml;Extrait De Parfum;Lemon, Pineapple, Cardamome, Watermelon;Coconut, Cyclamen, Frangipani, Heliotrope;Tonka, Vanilla, Amber, Musk;Fresh / Tropical;versatile;Liburan ke pantai/pulau, cuaca musim panas terik, pakaian kasual santai, atau setelah berolahraga.;unisex;Awal spray: Kesegaran berair khas pantai dari jeruk lemon, nanas madu, rempah kapulaga, dan semangka. Lama-kelamaan: Berubah sangat tropis nan gurih berkat buah kelapa, cyclamen, kamboja Bali, dan heliotrope. Akhir : Ditutup lezat nan hangat oleh paduan tonka bean manis, ekstrak vanila, ambar emas, dan bedak musk.;https://s3.ap-southeast-1.amazonaws.com/assets.femaledaily.com/remastering-data/production/product/product-1742376895019-crusita-symphoni-of-the-sea;https://shopee.co.id/crusitaofficialstore;298000;;;
261;Deep Mountain;Crusita;Rp329.000,00;100 ml;Extrait De Parfum;Lemon, Bergamot, Pink Pepper;Lavender, Leather, Sage;Patchouli, Ambery, Vetvier;Fresh / Woody;day;Bekerja profesional di kantor, kuliah harian, berkendara motor, atau kegiatan outdoor kasual.;male;Awal spray: Kesegaran udara gunung yang bersih dari jeruk lemon segar, bergamot, dan lada pink hangat. Lama-kelamaan: Berubah menjadi sangat menenangkan layaknya wangi herba lavender, jaket kulit (leather), dan sage. Akhir : Ditutup aroma hutan kokoh nan maskulin dari patchouli bumi, ambar hangat, dan akar wangi.;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQFIMBS-PSkliQXw6Qoa_aukVQ-pvcS2YIj42_pdyJyc101zOnh8ejoHpk&s=10;https://shopee.co.id/crusitaofficialstore;329000;;;
262;Scandal;Crusita;Rp199.000,00;50 ml;Extrait De Parfum;Wild Berries,Apricot, Apple Blossom;Cherry Blossom,Orchid, Heliotrope;Vanilla, Marshmallow,Musk;Gourmand / Sweet;night;Hangout malam hari bareng sahabat, jalan-jalan sore ke mall, atau bagi pencinta wangi manis permen.;female;Awal spray: Ledakan manis buah dari beri liar (wild berries), buah apricot, dan kesegaran kelopak bunga apel. Lama-kelamaan: Menjelma menjadi aroma manis bunga sakura, orchid, dan heliotrope. Akhir : Ditutup kelembutan lezat dari marshmallow, vanila pekat, dan bedak musk.;https://nihonmart.id/pub/media/catalog/product/cache/8a3fa81d90974d9a7299f2eff309979f/s/c/scandal_extrait_de_parfum_50ml-min.png;https://shopee.co.id/crusitaofficialstore;199000;;;
263;Famous;Crusita;Rp339.000,00;100 ml;Extrait De Parfum;Jasmine, Plum, Bitter orange, Mandarin;Rose, Solar, Floral, Watery;Vanilla, Musk, Sandalwood, Cashmere Wood, Praline;Gourmand / Floral;versatile;Menghadiri pesta malam formal, kencan romantis (date night), atau menghadiri acara semi-formal.;female;Awal spray: Keunikan buah an yang ramah dari bunga melati, buah plum hitam, bitter orange, dan jeruk mandarin. Lama-kelamaan: Berubah romantis menyejukkan memunculkan aroma mawar, solar notes, dan catatan air (watery). Akhir : Ditutup lezat nan hangat oleh paduan cokelat praline, vanila, bedak musk, kayu cendana, dan kayu kasmir.;https://nihonmart.id/pub/media/catalog/product/cache/8a3fa81d90974d9a7299f2eff309979f/f/a/famous_extrait_de_parfum_50ml-min.png;https://shopee.co.id/crusitaofficialstore;339000;;;
264;Black Love;Crusita;Rp329.000,00;100 ml;Extrait De Parfum;Berries, Pink Pepper, Mandarin, Lemon;Orange Blossom, Coffe, Rose, Jasmine, Muguet;Amber, Vanilla, Patchouli, Musk, Cedarwood, Vetiver;Gourmand / Dark;night;Kegiatan malam hari, nongkrong di kafe/lounge malam, cuaca dingin, atau berkendara motor malam.;unisex;Awal spray: Perpaduan awal yang mewah dan segar dari buah beri manis, lada pink, jeruk mandarin, dan lemon. Lama-kelamaan: Sangat pekat dari perpaduan biji kopi hangat, bunga jeruk, mawar, melati, dan lily gunung (muguet). Akhir : Ditutup hangat nan mewah oleh ambar, vanila pekat, patchouli bumi, bedak musk, cedarwood, dan akar wangi.;https://nihonmart.id/pub/media/catalog/product/cache/8a3fa81d90974d9a7299f2eff309979f/b/l/black_love_extrait_de_parfum_50ml-min.png;https://shopee.co.id/crusitaofficialstore;329000;;;
265;Mystique of Java;Crusita;Rp295.000,00;50 ml;Extrait De Parfum;Bergamot, Lavender, Petitgrain, Galbanum;Jasmine, Ylang-Ylang, Lily of the Valley, Orange Blossom, Narcissus;Vanilla, Cedar, Moss, Styrax;Herbal / Floral;versatile;Menemani waktu fokus bekerja/belajar, menghadiri acara adat/formal, atau cuaca dingin sore hari.;unisex;Awal spray: Semburan herba segar alami dari jeruk bergamot, lavender menenangkan, petitgrain, dan getah galbanum hijau. Lama-kelamaan: Merekah tebal menjadi buket bunga melati malam, ylang-ylang, lily gunung, bunga jeruk, dan narsis. Akhir : Ditutup aroma mistis nan awet dari vanila pekat, kayu cedarwood kokoh, lumut oakmoss, dan styrax.;https://s3.ap-southeast-1.amazonaws.com/assets.femaledaily.com/remastering-data/production/product/product-1708408423780-;https://shopee.co.id/crusitaofficialstore;295000;;;
266;Gentlemen;Crusita;Rp329.000,00;100 ml;Extrait De Parfum;Grapefruit, Blood Mandarin, Green apple;Cedarwood, Nutmeg, Water lily;Sandalwood, Vanila, Musks;Fresh / Citrus;versatile;Bekerja profesional di kantor, meeting, kuliah harian, atau parfum andalan sehabis mandi pagi.;male;Awal spray: Kesegaran maskulin instan dari jeruk grapefruit, buah blood mandarin, dan renyahnya apel hijau. Lama-kelamaan: Menjadi hangat nan menyejukkan berkat kekuatan kayu cedarwood, parutan biji pala, dan bunga teratai air. Akhir : Ditutup aroma rapi pria bersih dari kayu cendana mewah, ekstrak vanila manis, dan bedak musk.;https://www.sociolla.com/cdn-cgi/image/w=500,format=auto,dpr=1.45/https://images.soco.id/ae2baf2a-b755-4a29-8978-c6a157b992d6-image-0-1753773933896;https://shopee.co.id/crusitaofficialstore;329000;;;
267;Rich Gold;Crusita;Rp329.000,00;100 ml;Extrait De Parfum;Green, Spicy, Aromatic;Oud, Balsamic;Vanilla, Agarwood, Musky;Oud / Balsamic;night;Menghadiri pesta pernikahan mewah, acara formal malam hari, atau bagi penikmat wangi kayu oud pekat.;male;Awal spray: Kesegaran hijau alami bercampur taburan rempah hangat aromatik yang berkelas. Lama-kelamaan: Bertransisi menjadi kepekatan aroma kayu gaharu (oud) yang dibalut kehangatan balsamik mewah. Akhir : Ditutup sangat awet dan berwibawa oleh aroma manis vanila asli yang menyatu dengan kayu agarwood dan musk.;https://uploads-ssl.webflow.com/645b7f120a807b6569d723bd/667a9336bcbef7cf29725021_6660546daf410728297c3931_Crusita-Rich-Gold.png;https://shopee.co.id/crusitaofficialstore;329000;;;
268;Twilight;Crusita;Rp329.000,00;100 ml;Extrait De Parfum;Fresh Ginger, Orange, Bergamot;Tuberose, Neroli, Jasmine;Sandalwood, Vanilla;Spicy / Floral;versatile;Kencan romantis malam hari, hangout sore ke mall, jalan-jalan kasual, atau cuaca dingin.;unisex;Awal spray: Semburan energi hangat dari parutan jahe segar, jeruk manis, dan kesegaran bergamot Italia. Lama-kelamaan: Menjelma menjadi keharuman bunga putih tebal dari bunga sedap malam (tuberose), neroli, dan melati. Akhir : Ditutup dengan kelembutan minimalis nan manis dari kayu cendana dan ekstrak vanila pekat.;https://s3.ap-southeast-1.amazonaws.com/assets.femaledaily.com/remastering-data/production/product/product-1706251140335-;https://shopee.co.id/crusitaofficialstore;329000;;;
269;Lady Rose;Crusita;Rp329.000,00;100 ml;Extrait De Parfum;Peach, Green, Black Currant, Pepper;Rose, Iris;White Musk, Cedar Wood, Violet Leaf;Floral / Fresh;day;Menghadiri arisan, jalan-jalan kasual ke mall, kuliah pagi, atau setelah mandi sore.;female;Awal spray: Kesegaran buah berair dari buah persik (peach) matang, catatan hijau, black currant, dan lada pedas. Lama-kelamaan: Berubah romantis memunculkan aroma utama dari kelopak mawar murni dan kelembutan bunga iris bedak. Akhir : Ditutup sangat bersih layaknya baju rapi oleh kombinasi bedak musk putih, kayu cedarwood, dan daun violet.;https://fimgs.net/mdimg/perfume-thumbs/375x500.95292.jpg;https://shopee.co.id/crusitaofficialstore;329000;;;
270;Busy Day;Crusita;Rp189.000,00;100 ml;Extrait De Parfum;Bergamot, Blackcurrant, Mandarin;Lavender, Geranium, Powdery;Patchouli, Vetiver, Tonka Bean;Fresh / Spicy;day;Menemani aktivitas sibuk seharian, bekerja outdoor/indoor, kuliah harian, atau setelah berolahraga.;male;Awal spray: Ledakan kesegaran sitrus yang membangkitkan semangat dari jeruk bergamot, blackcurrant, dan mandarin. Lama-kelamaan: Melembut menenangkan secara maskulin berkat perpaduan herba lavender, geranium, dan akor bedak (powdery). Akhir : Ditutup aroma membumi yang awet dari patchouli bumi, ketenangan akar wangi (vetiver), dan tonka bean manis.;https://nihonmart.id/pub/media/catalog/product/cache/8a3fa81d90974d9a7299f2eff309979f/b/u/busy_day_extrait_de_parfum_50ml-min.png;https://shopee.co.id/crusitaofficialstore;189000;;;
271;Iced Lychee Tea;Crusita;Rp209.000,00;50 ml;Extrait De Parfum;Iced Lychee Tea, Lemon, Bergamot;Geranium, Rose, Muguet, Violet Flower;Musk, Patchouli, Vanilla;Tea / Fruity;versatile;Siang hari terik, kasual hangout bareng sahabat, jalan-jalan santai sore, atau sehabis berolahraga.;unisex;Awal spray: Keharuman es teh manis yang segar berpadu buah kelengkeng/leci (lychee) juicy, lemon, dan bergamot. Lama-kelamaan: Melembut anggun memunculkan aroma bunga geranium, kelopak mawar murni, lily gunung, dan violet flower. Akhir : Ditutup dengan sisa kemanisan yang ramah di kulit dari bedak musk, patchouli bumi, dan vanila manis.;https://s3.ap-southeast-1.amazonaws.com/assets.femaledaily.com/remastering-data/production/product/product-1735274935543-fbab8ec2-fbf7-4e8d-b036-61a0599891fb;https://shopee.co.id/crusitaofficialstore;209000;;;
272;Iced Peach Tea;Crusita;Rp209.000,00;50 ml;Extrait De Parfum;Mathe, Bergamot;Peach Tea, Rose, Magnolia;Cedarwood, Dry Amber;Tea / Fruity;day;Menikmati sore hari di kafe, piknik outdoor, kuliah harian, atau pakaian kasual santai.;female;Awal spray: Kesegaran menenangkan dari daun teh herba mathe yang dipadu dengan jeruk bergamot segar. Lama-kelamaan: Menjelma menjadi aroma utama racikan es teh buah persik (peach tea), bunga mawar, dan magnolia mewah. Akhir : Ditutup sangat bersih dan minimalis oleh kekuatan kayu cedarwood kokoh dan kehangatan ambar kering (dry amber).;https://s3.ap-southeast-1.amazonaws.com/assets.femaledaily.com/remastering-data/production/product/product-1735274934891-7a0fbc77-326e-4cca-a2d0-7d33c2a2fe34;https://shopee.co.id/crusitaofficialstore;209000;;;
273;Iced Thai Tea;Crusita;Rp209.000,00;50 ml;Extrait De Parfum;Iced Thai Milk Tea, Bergamot;Sambac Jasmine, Violet Flower, Muguet;Sambac Jasmine, Violet Flower, Muguet;Tea / Gourmand;versatile;Penggemar wangi gourmand teh manis, hangout santai sore bareng teman, atau jalan-jalan ke mall.;unisex;Awal spray: Sangat unik dan otentik karena langsung menyemburkan kelezatan aroma es teh susu Thailand (Iced Thai Milk Tea) dan bergamot. Lama-kelamaan: Menyeimbangkan rasa manisnya dengan keharuman bunga melati sambac, bunga violet, dan lily gunung. Akhir : Meninggalkan sisa wangi teh susu yang berbaur dengan kelopak melati dan kelembutan violet flower.;https://ffttiocxmgazudtgpwjx.supabase.co/storage/v1/object/public/perfume-images/public/1765651790123-ice-thai-tea-crusita.webp;https://shopee.co.id/crusitaofficialstore;209000;;;
274;Genmaicha;Crusita;Rp209.000,00;50 ml;Extrait De Parfum;Bergamot, Lemon;Genmaicha, Neroli, Orange Flower;Cedarwood, Musk, Amber;Tea / Earthy;versatile;Menemani waktu fokus belajar/bekerja harian, bersantai sore hari di rumah, atau kuliah pagi.;unisex;Awal spray: Kesegaran awal yang bersih dan memikat dari perasan jeruk bergamot Italia dan lemon kuning. Lama-kelamaan: Berubah sangat otentik layaknya uapan seduhan teh beras panggang Jepang (Genmaicha), neroli, dan bunga jeruk. Akhir : Ditutup aroma kayu bersih yang menenangkan dari kayu cedarwood, bedak musk, dan ambar hangat.;https://s3.ap-southeast-1.amazonaws.com/assets.femaledaily.com/remastering-data/production/product/product-1735274935537-ee7e6abf-d144-4450-adaf-b4dcf4e3aabb;https://shopee.co.id/crusitaofficialstore;209000;;;
275;About Last Night;Crusita;Rp349.000,00;65;Eau De Parfum;Cedarwood, Coffee, Patchouli;Orange Blossom, Jasmine, Vanilla;Bergamot, Pink Pepper;Warm / Gourmand;night;Hangout malam hari di kafe/lounge, kencan romantis, cuaca hujan dingin, atau pakaian jaket kulit.;unisex;Awal spray: Kombinasi awal yang pekat nan kokoh dari kayu cedarwood, gilingan kopi hitam, dan patchouli bumi. Lama-kelamaan: Berubah menjadi sangat manis menggoda berkat wangi bunga jeruk, melati malam, dan vanila pekat. Akhir : Ditutup dengan sisa kesegaran tipis yang menempel dari jeruk bergamot dan hangatnya lada pink.;https://images.soco.id/27a29ad5-999d-4276-82d4-c8e5e98136b2-image-0-1753773669199;https://shopee.co.id/crusitaofficialstore;349000;;;
276;Comfort Zone;Crusita;Rp349.000,00;65;Eau De Parfum;Sandalwood, White Musk;Rose;Bergamot, Aldehydes;Powdery / Clean;versatile;Menemani waktu tidur malam, bersantai di rumah saat hujan, setelah mandi sore, atau rileks.;unisex;Awal spray: Kelembutan instan menenangkan layaknya selimut bersih dari kayu cendana mewah dan bedak white musk murni. Lama-kelamaan: Merekah anggun memunculkan aroma tunggal dari kelopak mawar merah yang lembut. Akhir : Ditutup dengan kesegaran tipis yang bersih dari jeruk bergamot dan molekul udara bersih aldehydes.;https://images.soco.id/cf18a6f2-32a0-4cb3-a081-936cda4dd8b0-image-0-1753773726962;https://shopee.co.id/crusitaofficialstore;349000;;;
277;Oudamaz;Bohe;Rp155.000,00;35;Extrait De Parfum;Oud, Rose, Leather;-;-;Oud / Leather;night;Menghadiri acara formal malam hari, berkendara motor malam, atau bagi pencinta wangi tebal berwibawa.;unisex;Awal spray: Kemewahan instan yang sangat berani dari perpaduan kayu gaharu pekat (oud), mawar merah, dan jaket kulit. Lama-kelamaan: Profil aromanya bertahan kokoh memancarkan kemewahan aroma kulit (leather) yang maskulin nan sensual. Akhir : Ditutup sangat awet dengan kepekatan kayu agarwood dan mawar oriental yang menempel erat di kulit.;https://down-id.img.susercontent.com/file/id-11134207-7r98u-lq281bjwt69y9b;https://shopee.co.id/bohebali;155000;;;
278;Sage;Bohe;Rp155.000,00;35;Extrait De Parfum;Green Tea, Bergamot, Lemon;Ambroxan, Jasmine, Orange Blossom, Matcha, Lavender;Musk, White Choco, Moss, Cedar;Tea / Fresh;day;Kuliah harian, nongkrong di kafe estetik, menemani waktu fokus bekerja, atau pakaian kasual minimalis.;unisex;Awal spray: Semburan energi hijau menenangkan dari daun teh hijau (green tea), jeruk bergamot, dan lemon segar. Lama-kelamaan: Bertransisi menjadi sangat kaya dari paduan bubuk matcha asli, lavender, melati, bunga jeruk, dan ambroxan. Akhir : Ditutup sangat lezat nan bersih oleh cokelat putih (white choco), bedak musk, lumut moss, dan cedarwood.;https://down-id.img.susercontent.com/file/id-11134207-7r98q-lnwzs0gthldy4f;https://shopee.co.id/bohebali;155000;;;
279;Velvet Oud;Bohe;Rp155.000,00;35;Extrait De Parfum;Oud, Rose, Vanilla, Violet, Musk, Geranium;-;-;Oud / Vanilla;night;Aktivitas malam hari, kencan romantis (date night), menghadiri pesta formal, atau cuaca dingin.;unisex;Awal spray: Perpaduan manis-mewah oriental dari kayu gaharu pekat (oud), kelopak mawar, dan ekstrak vanila pekat. Lama-kelamaan: Profil aromanya melembut secara anggun memunculkan kelembutan bunga violet, bedak musk, dan kesegaran geranium. Akhir : Ditutup sangat awet oleh manisnya vanila yang membalut kehangatan kayu agarwood seksi di kulit.;https://down-id.img.susercontent.com/file/id-11134207-7qukx-li8scrllc5r5a8;https://shopee.co.id/bohebali;155000;;;
280;Lykn;Bohe;Rp145.000,00;35;Extrait De Parfum;Pepper, Lemon;Lavender, Vetiver, Geranium, Pink Pepper;Patchouli, Cedar, Labdanum, Ambroxan;Fresh / Spicy;versatile;Bekerja profesional di kantor, meeting kerja kantoran kemeja rapi, kuliah harian, atau hangout sore.;male;Awal spray: Ledakan rempah segar yang menggelitik dari butiran lada hitam (pepper) dan kesegaran lemon kuning. Lama-kelamaan: Menjelma menjadi keharuman maskulin dari herba lavender, akar wangi (vetiver), geranium, dan lada pink. Akhir : Ditutup aroma rapi pria mapan dari patchouli bumi, kayu cedarwood, getah labdanum, dan ambroxan modern.;https://down-id.img.susercontent.com/file/id-11134207-7quky-li8rkk5dheah54;https://shopee.co.id/bohebali;145000;;;
281;Ares;Bohe;Rp135.000,00;35;Extrait De Parfum;Mint, Green Apple, Lemon;Tonka Bean, Ambroxan, Geranium;Vanilla, Cedar, Vetiver;Fresh / Minty;versatile;Berolahraga harian, aktivitas outdoor di bawah terik matahari, kasual kaos-jeans, atau setelah mandi.;male;Awal spray: Kesegaran dingin ekstrem yang membangkitkan energi dari daun mint dingin, apel hijau renyah, dan lemon. Lama-kelamaan: Menghangat secara menawan berkat perpaduan manis tonka bean, molekul modern ambroxan, dan geranium. Akhir : Ditutup aroma kayu maskulin rapi dari ekstrak vanila manis, kayu cedarwood kokoh, dan akar wangi (vetiver).;https://down-id.img.susercontent.com/file/id-11134207-7r98z-lq281bjwrrpida;https://shopee.co.id/bohebali;135000;;;
282;Egost;Bohe;Rp135.000,00;35;Extrait De Parfum;Orange, Grapefruit;Pepper, Cedar;Patchouli, Vetiver;Fresh / Woody;day;Bekerja profesional di kantor, meeting, kasual rapi kemeja, atau pakaian harian kasual.;male;Awal spray: Kesegaran buah sitrus yang bersih nan tajam dari buah jeruk manis dan grapefruit yang juicy. Lama-kelamaan: Menghangat secara maskulin memunculkan aroma bumbu lada hitam (pepper) dan kekuatan kayu cedarwood. Akhir : Ditutup sangat membumi nan rapi oleh kombinasi dari patchouli bumi dan ketenangan akar wangi (vetiver).;https://down-id.img.susercontent.com/file/id-11134207-7r992-lsu436ufplpj59;https://shopee.co.id/bohebali;135000;;;
283;Midas;Bohe;Rp165.000,00;35;Extrait De Parfum;Apple, Lavender, Bergamot, Sweet Orange;Geranium, Violet, Jasmine, Cocoa;Vanilla, Cardamom, Sandalwood, Pepper, Patchouli, Coffee;Warm / Gourmand;night;Jalan-jalan malam hari, nongkrong santai bareng teman, kencan romantis, atau cuaca hujan dingin.;male;Awal spray: Kombinasi buah-herbal yang kaya dari apel hijau renyah, lavender menenangkan, bergamot, dan sweet orange. Lama-kelamaan: Menjelma menjadi aroma bunga geranium, violet, melati malam, yang dibalut kelezatan bubuk cokelat (cocoa). Akhir : Ditutup sangat kompleks nan mewah oleh vanila manis, kapulaga, kayu cendana, lada, patchouli, dan kopi hitam.;https://down-id.img.susercontent.com/file/id-11134207-8224z-mg87tb7rq4g8b7;https://shopee.co.id/bohebali;165000;;;
